SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;IS_QUALIFIED_INVESTORS;HIGH_RISK;YIELDATWAP;REGISTRYCLOSEDATE;DIVIDENDVALUE;DIVIDENDYIELD;REGISTRYCLOSETYPE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A100YE6;ТрансКо1P1;ТрансКонтейнер ПБО-01;Биржевые облигации;RU000A100YE6;4B02-01-55194-E-001P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;16.10.2024;;23.10.2019;0;0;0;6,18;;;;;"Публичное акционерное общество ""Центр по перевозке грузов в контейнерах ""ТрансКонтейнер""";7708591995;1;103,004;1055,44;;2110,88;;2110,88;;2110,88;100,0;;;;;;
RU000A100YF3;МЕТАЛИНБ03;МЕТАЛЛОИНВЕСТ БО-03;Биржевые облигации;RU000A100YF3;4B02-03-25642-H;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;10.10.2029;;23.10.2019;0;0;0;6,98;;;;;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1;101,039;1035,27;848,921;1221,619;817,863;1252,677;786,805;1283,735;18,0;200000;21,0;1000000;24,0;;
RU000A100YG1;Самолет1P7;ГК Самолет БО-П07;Биржевые облигации;RU000A100YG1;4B02-07-16493-A-001P;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;19.10.2022;;23.10.2019;0;0;0;8,23;;;;;"публичное акционерное общество ""Группа компаний ""Самолет""";9731004688;1;106,068;1072,52;;2145,04;;2145,04;;2145,04;100,0;;;;;;
RU000A100YK3;КАМАЗ БОП5;КАМАЗ ПАО БО-П05;Биржевые облигации;RU000A100YK3;4B02-05-55010-D-001P;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;19.10.2022;;23.10.2019;0;0;0;7,04;;;;;"Публичное акционерное общество ""КАМАЗ""";1650032058;1;101,289;1020,53;765,398;1275,663;734,782;1306,278;704,166;1336,894;25,0;100000;28,0;500000;31,0;;
RU000A100YQ0;Роснфт2P9;ПАО НК Роснефть 002P-09;Биржевые облигации;RU000A100YQ0;4B02-09-00122-A-002P;1;1000,0;RUB;25000000;1;0;TQCB;Т+: Облигации - безадрес.;11.10.2029;;24.10.2019;0;0;0;6,36;;;;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;102,489;1031,7;866,628;1196,772;835,677;1227,723;804,726;1258,674;16,0;500000;19,0;2500000;22,0;;
RU000A100YR8;iРОСНАН2P3;РОСНАНО АО БО-002P-03;Биржевые облигации;RU000A100YR8;4B02-03-55477-E-002P;3;1000,0;RUB;12000000;0;0;TQCB;Т+: Облигации - безадрес.;20.10.2022;R;24.10.2019;0;0;0;6,39;;;;;"акционерное общество ""РОСНАНО""";7728131587;1;102,036;1046,94;900,368;1193,512;868,96;1224,92;837,552;1256,328;14,0;240000;17,0;1200000;20,0;;
RU000A100YT4;Экспоб Б02;Экспобанк БО-02;Биржевые облигации;RU000A100YT4;4B020202998B;1;1000,0;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;02.11.2022;;25.10.2019;0;0;0;7,15;;;;;"Общество с ограниченной ответственностью ""Экспобанк""";7729065633;1;99,949;1004,85;;2009,7;;2009,7;;2009,7;100,0;;;;;;
RU000A100YU2;Акрон Б1P3;Акрон (ПАО) БО-001P-03;Биржевые облигации;RU000A100YU2;4B02-03-00207-A-001P;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;21.04.2023;;25.10.2019;0;0;0;5,93;;;;;"Публичное акционерное общество ""Акрон""";5321029508;1;102,789;1052,72;905,339;1200,101;873,758;1231,682;842,176;1263,264;14,0;200000;17,0;1000000;20,0;;
RU000A100YW8;ТойотаБ1P3;Тойота Банк БО-001P-03;Биржевые облигации;RU000A100YW8;4B020303470B001P;2;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;27.10.2022;;25.10.2019;0;0;0;;;;;;"Акционерное общество ""Тойота Банк""";7750004136;1;102,199;1046,25;910,238;1182,263;878,85;1213,65;847,463;1245,038;13,0;100000;16,0;500000;19,0;;
RU000A100YY4;ИА ДОМ11P2;ДОМ.РФ Ипотечный агент 11-002P;Корпоративные облигации;RU000A100YY4;4-11-00307-R-002P;1;641,18;RUB;4923727;0;0;TQCB;Т+: Облигации - безадрес.;28.01.2050;;25.10.2019;0;0;0;;;;;;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1;101,109;651,781;;1303,562;;1303,562;;1303,562;100,0;;;;;;
RU000A100Z59;СберИОС164;СберИОС 001Р-164R IMOEX_a 100;Биржевые облигации;RU000A100Z59;4B0216101481B001P;3;1000,0;RUB;507578;0;0;TQCB;Т+: Облигации - безадрес.;29.05.2023;;28.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,979;989,79;;1979,58;;1979,58;;1979,58;100,0;;;;;;
RU000A100Z75;СберИОС139;СберИОС 001Р-139R 5Y EC 115;Биржевые облигации;RU000A100Z75;4B0216301481B001P;3;1000,0;RUB;1938717;0;0;TQCB;Т+: Облигации - безадрес.;29.11.2024;;25.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;103,689;1036,89;;2073,78;;2073,78;;2073,78;100,0;;;;;;
RU000A100Z83;СберИОС87;СберИОС 001Р-87R БПИФ 4Y 50%;Биржевые облигации;RU000A100Z83;4B0215901481B001P;3;1000,0;RUB;189345;0;0;TQCB;Т+: Облигации - безадрес.;13.11.2023;;07.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;105,989;1059,89;;2119,78;;2119,78;;2119,78;100,0;;;;;;
RU000A100Z91;ГТЛК 1P-15;ГТЛК БО 001P-15;Биржевые облигации;RU000A100Z91;4B02-15-32432-H-001P;1;1000,0;RUB;25000000;0;0;TQCB;Т+: Облигации - безадрес.;21.10.2025;;29.10.2019;0;0;0;7,0;;;;;"акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1;102,059;1026,91;872,874;1180,947;842,066;1211,754;811,259;1242,561;15,0;500000;18,0;2500000;21,0;;
RU000A100ZB9;ИА ДОМ10P2;ДОМ.РФ Ипотечный агент 10-002P;Корпоративные облигации;RU000A100ZB9;4-10-00307-R-002P;1;615,32;RUB;95652798;0;0;TQCB;Т+: Облигации - безадрес.;28.09.2049;;30.10.2019;0;0;0;;;;;;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1;104,569;643,434;;1286,868;;1286,868;;1286,868;100,0;;;;;;
RU000A100ZD5;МРСКУр Б04;МРСК Урала БО-04;Биржевые облигации;RU000A100ZD5;4B02-04-32501-D;2;1000,0;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;17.10.2029;;30.10.2019;0;0;0;;;;;;"Открытое акционерное общество ""Межрегиональная распределительная сетевая компания Урала""";6671163413;1;102,186;1044,87;;2089,74;;2089,74;;2089,74;100,0;;;;;;
RU000A100ZF0;МРСКУр Б03;МРСК Урала БО-03;Биржевые облигации;RU000A100ZF0;4B02-03-32501-D;2;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;17.10.2029;;30.10.2019;0;0;0;;;;;;"Открытое акционерное общество ""Межрегиональная распределительная сетевая компания Урала""";6671163413;1;99,819;1021,2;;2042,4;;2042,4;;2042,4;100,0;;;;;;
RU000A100ZK0;МТС 1P-12;Мобильные ТелеСистемы 001P-12;Биржевые облигации;RU000A100ZK0;4B02-12-04715-A-001P;1;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;26.10.2023;;31.10.2019;0;0;0;5,34;;;;;"Публичное акционерное общество ""Мобильные ТелеСистемы""";7740000076;1;102,639;1031,64;876,894;1186,386;845,945;1217,335;814,996;1248,284;15,0;300000;18,0;1500000;21,0;;
RU000A100ZL8;ЛСР БО 1Р5;Группа ЛСР ПАО БО 001Р-05;Биржевые облигации;RU000A100ZL8;4B02-05-55234-E-001P;1;1000,0;RUB;6000000;0;0;TQCB;Т+: Облигации - безадрес.;24.10.2024;;31.10.2019;0;0;0;7,59;;;;;"Публичное акционерное общество ""Группа ЛСР""";7838360491;1;102,579;1032,23;;2064,46;;2064,46;;2064,46;100,0;;;;;;
RU000A100ZP9;СберИОС165;СберИОС 001Р-165R 2Y KIDS 4.5%;Биржевые облигации;RU000A100ZP9;4B0216201481B001P;3;1000,0;RUB;2468102;0;0;TQCB;Т+: Облигации - безадрес.;02.12.2021;;26.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;96,0;960,0;;1920,0;;1920,0;;1920,0;100,0;;;;;;
RU000A100ZS3;Магнит3Р04;Магнит ПАО БО-003Р-04;Биржевые облигации;RU000A100ZS3;4B02-04-60525-P-003P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;03.05.2022;;05.11.2019;0;0;0;5,06;;;;;"Публичное акционерное общество ""Магнит""";2309085638;1;101,789;1039,44;914,707;1164,173;883,524;1195,356;852,341;1226,539;12,0;200000;15,0;1000000;18,0;;
RU000A101012;Систем1P12;АФК Система БО 001P-12;Биржевые облигации;RU000A101012;4B02-12-01669-A-001P;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;23.10.2029;;05.11.2019;0;0;0;7,1;;;;;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ ""СИСТЕМА""";7703104630;1;102,829;1052,81;873,832;1231,788;842,248;1263,372;810,664;1294,956;17,0;200000;20,0;1000000;23,0;;
RU000A1010B7;ТрнфБО1P13;Транснефть ПАО БО-001P-13;Биржевые облигации;RU000A1010B7;4B02-13-00206-A-001P;1;1000,0;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;30.10.2026;;08.11.2019;0;0;0;6,49;;;;;"Публичное акционерное общество ""Транснефть""";7706061801;1;102,201;1042,84;823,844;1261,836;792,558;1293,122;761,273;1324,407;21,0;300000;24,0;1500000;27,0;;
RU000A1010D3;Якут-13 об;Республика Саха (Якутия) об.13;Региональные облигации;RU000A1010D3;RU35013RSY0;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;02.11.2026;;11.11.2019;0;0;0;6,61;;;;;Министерство финансов Республики Саха (Якутия);1435027673;1;101,302;1016,26;843,496;1189,024;813,008;1219,512;782,52;1250,0;17,0;100000;20,0;500000;23,0;;
RU000A1010M4;РЖД 1Р-17R;РЖД ОАО БО 001Р-17R;Биржевые облигации;RU000A1010M4;4B02-17-65045-D-001P;2;1000,0;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;03.11.2025;;11.11.2019;0;0;0;6,22;;;;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;102,469;1044,66;867,068;1222,252;835,728;1253,592;804,388;1284,932;17,0;300000;20,0;1500000;23,0;;
RU000A1010V5;ГПБ002P-12;ГПБ (АО) БО 002P-12;Биржевые облигации;RU000A1010V5;4B021200354B002P;3;1000,0;RUB;59607;0;0;TQCB;Т+: Облигации - безадрес.;24.11.2022;;25.11.2019;0;0;0;;;;;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A1010X1;ИКС5Фин1P7;ИКС 5 ФИНАНС 001P-07;Биржевые облигации;RU000A1010X1;4B02-07-36241-R-001P;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;24.10.2034;;12.11.2019;0;0;0;;;;;;"Общество с ограниченной ответственностью ""ИКС 5 ФИНАНС""";7715630469;1;101,379;1033,28;;2066,56;;2066,56;;2066,56;100,0;;;;;;
RU000A1010Y9;СберИОС162;СберИОС 001Р-162R 42M CDX 100%;Биржевые облигации;RU000A1010Y9;4B0216501481B001P;3;1000,0;RUB;947021;0;0;TQCB;Т+: Облигации - безадрес.;18.05.2023;;12.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;105,389;1053,89;;2107,78;;2107,78;;2107,78;100,0;;;;;;
RU000A101103;СберИОС163;СберИОС 001Р-163R 4.5Y OG 100%;Биржевые облигации;RU000A101103;4B0216701481B001P;3;1000,0;RUB;236576;0;0;TQCB;Т+: Облигации - безадрес.;13.05.2024;;12.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;119,187;1191,87;;2383,74;;2383,74;;2383,74;100,0;;;;;;
RU000A101129;РСХБ Б01R;Россельхозбанк АО БО-01R-Р;Биржевые облигации;RU000A101129;4B021503349B001P;2;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;02.11.2022;;13.11.2019;0;0;0;6,22;;;;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;101,229;1013,21;871,361;1155,059;840,964;1185,456;810,568;1215,852;14,0;100000;17,0;500000;20,0;;
RU000A101137;Газпнф3P1R;Газпром нефть БО 003Р-01R;Биржевые облигации;RU000A101137;4B02-01-00146-A-003P;3;1000,0;RUB;25000000;1;0;TQCB;Т+: Облигации - безадрес.;05.11.2024;;12.11.2019;0;0;0;6,64;;;;;"Публичное акционерное общество ""Газпром нефть""";5504036333;1;101,139;1014,39;923,095;1105,685;892,663;1136,117;862,232;1166,549;9,0;500000;12,0;2500000;15,0;;
RU000A101160;МКБ П07;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П07;Биржевые облигации;RU000A101160;4B020801978B001P;3;1000,0;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;13.11.2022;;13.11.2019;0;0;0;;;;;;"""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"" (публичное акционерное общество)";7734202860;1;97,539;983,94;;1967,88;;1967,88;;1967,88;100,0;;;;;;
RU000A1011A7;Лента Б1P3;Лента ООО БО-001P-03;Биржевые облигации;RU000A1011A7;4B02-03-36420-R-001P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;01.11.2029;;14.11.2019;0;0;0;6,12;;;;;"Общество с ограниченной ответственностью ""Лента""";7814148471;1;101,239;1031,95;;2063,9;;2063,9;;2063,9;100,0;;;;;;
RU000A1011B5;КраснодКр3;Краснодарский край 35003 обл.;Региональные облигации;RU000A1011B5;RU35003KND0;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;12.11.2026;;14.11.2019;0;0;0;6,53;;;;;Министерство финансов Краснодарского края;2308040000;1;102,119;1023,86;819,088;1228,632;788,372;1259,348;757,656;1290,064;20,0;200000;23,0;1000000;26,0;;
RU000A1011C3;РУСАБрБ1P4;РУСАЛ Братск БО-001P-04;Биржевые облигации;RU000A1011C3;4B02-04-20075-F-001P;2;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;01.11.2029;;14.11.2019;0;0;0;7,16;;;;;"Публичное акционерное общество ""РУСАЛ Братский алюминиевый завод""";3803100054;1;100,809;1010,95;;2021,9;;2021,9;;2021,9;100,0;;;;;;
RU000A1011F6;СберИОС171;СберИОС 001Р-171R 5Y AUTO 10%;Биржевые облигации;RU000A1011F6;4B0216901481B001P;3;1000,0;RUB;2999995;0;0;TQCB;Т+: Облигации - безадрес.;05.12.2024;;29.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;101,289;1012,89;;2025,78;;2025,78;;2025,78;100,0;;;;;;
RU000A1011H2;СберИОС172;СберИОС 001Р-172R 5Y COMP 10%;Биржевые облигации;RU000A1011H2;4B0217001481B001P;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;05.12.2024;;29.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;90,0;900,0;;1800,0;;1800,0;;1800,0;100,0;;;;;;
RU000A1011K6;СберИОС173;СберИОС 001Р-173R 5Y DEF 10%;Биржевые облигации;RU000A1011K6;4B0217101481B001P;3;1000,0;RUB;1489795;0;0;TQCB;Т+: Облигации - безадрес.;28.11.2024;;22.11.2019;0;0;0;;;;;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,491;864,91;;1729,82;;1729,82;;1729,82;100,0;;;;;;
RU000A1011M2;СФО БКС 03;СФО БКС Структурные Ноты 03;Корпоративные облигации;RU000A1011M2;6-03-00508-R;3;1000,0;RUB;600000;0;0;TQCB;Т+: Облигации - безадрес.;10.11.2022;;14.11.2019;0;1;0;;;;;;"Общество с ограниченной ответственностью ""Специализированное финансовое общество БКС Структурные Ноты""";7743298037;1;99,989;999,89;;1999,78;;1999,78;;1999,78;100,0;;;;;;
